"","Key","Anno","Mese","P1","P2","Total"
"2769","Zona_15-Area_39-Sottoarea_87",2016,9,0,0,0
"2770","Zona_15-Area_39-Sottoarea_87",2016,10,0,0,0
"2771","Zona_15-Area_39-Sottoarea_87",2016,11,0,0,0
"2772","Zona_15-Area_39-Sottoarea_87",2016,12,0,0,0
"2773","Zona_15-Area_40-Sottoarea_88",2014,1,271,201,472
"2774","Zona_15-Area_40-Sottoarea_88",2014,2,276,208,484
"2775","Zona_15-Area_40-Sottoarea_88",2014,3,223,199,422
"2776","Zona_15-Area_40-Sottoarea_88",2014,4,231,187,418
"2777","Zona_15-Area_40-Sottoarea_88",2014,5,207,153,360
"2778","Zona_15-Area_40-Sottoarea_88",2014,6,363,234,597
"2779","Zona_15-Area_40-Sottoarea_88",2014,7,276,202,478
"2780","Zona_15-Area_40-Sottoarea_88",2014,8,178,140,318
"2781","Zona_15-Area_40-Sottoarea_88",2014,9,293,131,424
"2782","Zona_15-Area_40-Sottoarea_88",2014,10,316,234,550
"2783","Zona_15-Area_40-Sottoarea_88",2014,11,302,196,498
"2784","Zona_15-Area_40-Sottoarea_88",2014,12,269,175,444
"2785","Zona_15-Area_40-Sottoarea_88",2015,1,294,159,453
"2786","Zona_15-Area_40-Sottoarea_88",2015,2,306,226,532
"2787","Zona_15-Area_40-Sottoarea_88",2015,3,334,252,586
"2788","Zona_15-Area_40-Sottoarea_88",2015,4,302,208,510
"2789","Zona_15-Area_40-Sottoarea_88",2015,5,288,221,509
"2790","Zona_15-Area_40-Sottoarea_88",2015,6,320,173,493
"2791","Zona_15-Area_40-Sottoarea_88",2015,7,356,175,531
"2792","Zona_15-Area_40-Sottoarea_88",2015,8,261,122,383
"2793","Zona_15-Area_40-Sottoarea_88",2015,9,382,169,551
"2794","Zona_15-Area_40-Sottoarea_88",2015,10,360,216,576
"2795","Zona_15-Area_40-Sottoarea_88",2015,11,355,179,534
"2796","Zona_15-Area_40-Sottoarea_88",2015,12,294,169,463
"2797","Zona_15-Area_40-Sottoarea_88",2016,1,326,157,483
"2798","Zona_15-Area_40-Sottoarea_88",2016,2,363,204,567
"2799","Zona_15-Area_40-Sottoarea_88",2016,3,408,239,647
"2800","Zona_15-Area_40-Sottoarea_88",2016,4,358,225,583
"2801","Zona_15-Area_40-Sottoarea_88",2016,5,210,134,344
"2802","Zona_15-Area_40-Sottoarea_88",2016,6,0,0,0
"2803","Zona_15-Area_40-Sottoarea_88",2016,7,0,0,0
"2804","Zona_15-Area_40-Sottoarea_88",2016,8,0,0,0
"2805","Zona_15-Area_40-Sottoarea_88",2016,9,0,0,0
"2806","Zona_15-Area_40-Sottoarea_88",2016,10,0,0,0
"2807","Zona_15-Area_40-Sottoarea_88",2016,11,0,0,0
"2808","Zona_15-Area_40-Sottoarea_88",2016,12,0,0,0
"2809","Zona_15-Area_41-Sottoarea_89",2014,1,65,52,117
"2810","Zona_15-Area_41-Sottoarea_89",2014,2,60,48,108
"2811","Zona_15-Area_41-Sottoarea_89",2014,3,50,46,96
"2812","Zona_15-Area_41-Sottoarea_89",2014,4,49,45,94
"2813","Zona_15-Area_41-Sottoarea_89",2014,5,44,39,83
"2814","Zona_15-Area_41-Sottoarea_89",2014,6,67,60,127
"2815","Zona_15-Area_41-Sottoarea_89",2014,7,58,53,111
"2816","Zona_15-Area_41-Sottoarea_89",2014,8,36,37,73
"2817","Zona_15-Area_41-Sottoarea_89",2014,9,65,32,97
"2818","Zona_15-Area_41-Sottoarea_89",2014,10,70,56,126
"2819","Zona_15-Area_41-Sottoarea_89",2014,11,81,50,131
"2820","Zona_15-Area_41-Sottoarea_89",2014,12,69,45,114
"2821","Zona_15-Area_41-Sottoarea_89",2015,1,75,44,119
"2822","Zona_15-Area_41-Sottoarea_89",2015,2,67,57,124
"2823","Zona_15-Area_41-Sottoarea_89",2015,3,82,51,133
"2824","Zona_15-Area_41-Sottoarea_89",2015,4,74,53,127
"2825","Zona_15-Area_41-Sottoarea_89",2015,5,74,55,129
"2826","Zona_15-Area_41-Sottoarea_89",2015,6,78,40,118
"2827","Zona_15-Area_41-Sottoarea_89",2015,7,82,41,123
"2828","Zona_15-Area_41-Sottoarea_89",2015,8,52,25,77
"2829","Zona_15-Area_41-Sottoarea_89",2015,9,85,36,121
"2830","Zona_15-Area_41-Sottoarea_89",2015,10,89,50,139
"2831","Zona_15-Area_41-Sottoarea_89",2015,11,89,48,137
"2832","Zona_15-Area_41-Sottoarea_89",2015,12,70,40,110
"2833","Zona_15-Area_41-Sottoarea_89",2016,1,78,41,119
"2834","Zona_15-Area_41-Sottoarea_89",2016,2,85,50,135
"2835","Zona_15-Area_41-Sottoarea_89",2016,3,88,58,146
"2836","Zona_15-Area_41-Sottoarea_89",2016,4,83,62,145
"2837","Zona_15-Area_41-Sottoarea_89",2016,5,46,31,77
"2838","Zona_15-Area_41-Sottoarea_89",2016,6,0,0,0
"2839","Zona_15-Area_41-Sottoarea_89",2016,7,0,0,0
"2840","Zona_15-Area_41-Sottoarea_89",2016,8,0,0,0
"2841","Zona_15-Area_41-Sottoarea_89",2016,9,0,0,0
"2842","Zona_15-Area_41-Sottoarea_89",2016,10,0,0,0
"2843","Zona_15-Area_41-Sottoarea_89",2016,11,0,0,0
"2844","Zona_15-Area_41-Sottoarea_89",2016,12,0,0,0
"2845","Zona_15-Area_41-Sottoarea_90",2014,1,229,164,393
"2846","Zona_15-Area_41-Sottoarea_90",2014,2,221,147,368
"2847","Zona_15-Area_41-Sottoarea_90",2014,3,169,133,302
"2848","Zona_15-Area_41-Sottoarea_90",2014,4,191,154,345
"2849","Zona_15-Area_41-Sottoarea_90",2014,5,188,135,323
"2850","Zona_15-Area_41-Sottoarea_90",2014,6,206,148,354
"2851","Zona_15-Area_41-Sottoarea_90",2014,7,210,151,361
"2852","Zona_15-Area_41-Sottoarea_90",2014,8,131,105,236
"2853","Zona_15-Area_41-Sottoarea_90",2014,9,221,111,332
"2854","Zona_15-Area_41-Sottoarea_90",2014,10,234,179,413
"2855","Zona_15-Area_41-Sottoarea_90",2014,11,218,161,379
"2856","Zona_15-Area_41-Sottoarea_90",2014,12,187,133,320
"2857","Zona_15-Area_41-Sottoarea_90",2015,1,238,134,372
"2858","Zona_15-Area_41-Sottoarea_90",2015,2,249,169,418
"2859","Zona_15-Area_41-Sottoarea_90",2015,3,272,199,471
"2860","Zona_15-Area_41-Sottoarea_90",2015,4,237,167,404
"2861","Zona_15-Area_41-Sottoarea_90",2015,5,214,182,396
"2862","Zona_15-Area_41-Sottoarea_90",2015,6,265,141,406
"2863","Zona_15-Area_41-Sottoarea_90",2015,7,253,144,397
"2864","Zona_15-Area_41-Sottoarea_90",2015,8,188,91,279
"2865","Zona_15-Area_41-Sottoarea_90",2015,9,277,124,401
"2866","Zona_15-Area_41-Sottoarea_90",2015,10,306,167,473
"2867","Zona_15-Area_41-Sottoarea_90",2015,11,304,155,459
"2868","Zona_15-Area_41-Sottoarea_90",2015,12,252,133,385
"2869","Zona_15-Area_41-Sottoarea_90",2016,1,282,122,404
"2870","Zona_15-Area_41-Sottoarea_90",2016,2,352,159,511
"2871","Zona_15-Area_41-Sottoarea_90",2016,3,384,195,579
"2872","Zona_15-Area_41-Sottoarea_90",2016,4,364,166,530
"2873","Zona_15-Area_41-Sottoarea_90",2016,5,203,113,316
"2874","Zona_15-Area_41-Sottoarea_90",2016,6,0,0,0
"2875","Zona_15-Area_41-Sottoarea_90",2016,7,0,0,0
"2876","Zona_15-Area_41-Sottoarea_90",2016,8,0,0,0
"2877","Zona_15-Area_41-Sottoarea_90",2016,9,0,0,0
"2878","Zona_15-Area_41-Sottoarea_90",2016,10,0,0,0
"2879","Zona_15-Area_41-Sottoarea_90",2016,11,0,0,0
"2880","Zona_15-Area_41-Sottoarea_90",2016,12,0,0,0
"2881","Zona_16-Area_42-Sottoarea_3",2014,1,33,4,37
"2882","Zona_16-Area_42-Sottoarea_3",2014,2,32,11,43
"2883","Zona_16-Area_42-Sottoarea_3",2014,3,23,11,34
"2884","Zona_16-Area_42-Sottoarea_3",2014,4,26,9,35
"2885","Zona_16-Area_42-Sottoarea_3",2014,5,27,7,34
"2886","Zona_16-Area_42-Sottoarea_3",2014,6,28,11,39
"2887","Zona_16-Area_42-Sottoarea_3",2014,7,22,5,27
"2888","Zona_16-Area_42-Sottoarea_3",2014,8,21,5,26
"2889","Zona_16-Area_42-Sottoarea_3",2014,9,33,7,40
"2890","Zona_16-Area_42-Sottoarea_3",2014,10,36,12,48
"2891","Zona_16-Area_42-Sottoarea_3",2014,11,29,10,39
"2892","Zona_16-Area_42-Sottoarea_3",2014,12,29,15,44
"2893","Zona_16-Area_42-Sottoarea_3",2015,1,35,6,41
"2894","Zona_16-Area_42-Sottoarea_3",2015,2,29,13,42
"2895","Zona_16-Area_42-Sottoarea_3",2015,3,33,15,48
"2896","Zona_16-Area_42-Sottoarea_3",2015,4,27,19,46
"2897","Zona_16-Area_42-Sottoarea_3",2015,5,33,13,46
"2898","Zona_16-Area_42-Sottoarea_3",2015,6,36,12,48
"2899","Zona_16-Area_42-Sottoarea_3",2015,7,26,10,36
"2900","Zona_16-Area_42-Sottoarea_3",2015,8,23,3,26
"2901","Zona_16-Area_42-Sottoarea_3",2015,9,35,8,43
"2902","Zona_16-Area_42-Sottoarea_3",2015,10,37,12,49
"2903","Zona_16-Area_42-Sottoarea_3",2015,11,36,12,48
"2904","Zona_16-Area_42-Sottoarea_3",2015,12,40,10,50
"2905","Zona_16-Area_42-Sottoarea_3",2016,1,36,10,46
"2906","Zona_16-Area_42-Sottoarea_3",2016,2,41,11,52
"2907","Zona_16-Area_42-Sottoarea_3",2016,3,41,14,55
"2908","Zona_16-Area_42-Sottoarea_3",2016,4,37,11,48
"2909","Zona_16-Area_42-Sottoarea_3",2016,5,24,7,31
"2910","Zona_16-Area_42-Sottoarea_3",2016,6,0,0,0
"2911","Zona_16-Area_42-Sottoarea_3",2016,7,0,0,0
"2912","Zona_16-Area_42-Sottoarea_3",2016,8,0,0,0
"2913","Zona_16-Area_42-Sottoarea_3",2016,9,0,0,0
"2914","Zona_16-Area_42-Sottoarea_3",2016,10,0,0,0
"2915","Zona_16-Area_42-Sottoarea_3",2016,11,0,0,0
"2916","Zona_16-Area_42-Sottoarea_3",2016,12,0,0,0
"2917","Zona_16-Area_42-Sottoarea_4",2014,1,96,36,132
"2918","Zona_16-Area_42-Sottoarea_4",2014,2,85,37,122
"2919","Zona_16-Area_42-Sottoarea_4",2014,3,75,35,110
"2920","Zona_16-Area_42-Sottoarea_4",2014,4,84,34,118
"2921","Zona_16-Area_42-Sottoarea_4",2014,5,89,37,126
"2922","Zona_16-Area_42-Sottoarea_4",2014,6,84,32,116
"2923","Zona_16-Area_42-Sottoarea_4",2014,7,89,32,121
"2924","Zona_16-Area_42-Sottoarea_4",2014,8,65,30,95
"2925","Zona_16-Area_42-Sottoarea_4",2014,9,97,29,126
"2926","Zona_16-Area_42-Sottoarea_4",2014,10,116,56,172
"2927","Zona_16-Area_42-Sottoarea_4",2014,11,103,49,152
"2928","Zona_16-Area_42-Sottoarea_4",2014,12,91,41,132
"2929","Zona_16-Area_42-Sottoarea_4",2015,1,107,31,138
"2930","Zona_16-Area_42-Sottoarea_4",2015,2,123,51,174
"2931","Zona_16-Area_42-Sottoarea_4",2015,3,113,50,163
"2932","Zona_16-Area_42-Sottoarea_4",2015,4,104,58,162
"2933","Zona_16-Area_42-Sottoarea_4",2015,5,114,61,175
"2934","Zona_16-Area_42-Sottoarea_4",2015,6,109,40,149
"2935","Zona_16-Area_42-Sottoarea_4",2015,7,111,44,155
"2936","Zona_16-Area_42-Sottoarea_4",2015,8,78,29,107
"2937","Zona_16-Area_42-Sottoarea_4",2015,9,111,38,149
"2938","Zona_16-Area_42-Sottoarea_4",2015,10,132,47,179
"2939","Zona_16-Area_42-Sottoarea_4",2015,11,128,46,174
"2940","Zona_16-Area_42-Sottoarea_4",2015,12,133,34,167
"2941","Zona_16-Area_42-Sottoarea_4",2016,1,138,31,169
"2942","Zona_16-Area_42-Sottoarea_4",2016,2,137,46,183
"2943","Zona_16-Area_42-Sottoarea_4",2016,3,150,52,202
"2944","Zona_16-Area_42-Sottoarea_4",2016,4,146,52,198
"2945","Zona_16-Area_42-Sottoarea_4",2016,5,79,25,104
"2946","Zona_16-Area_42-Sottoarea_4",2016,6,0,0,0
"2947","Zona_16-Area_42-Sottoarea_4",2016,7,0,0,0
"2948","Zona_16-Area_42-Sottoarea_4",2016,8,0,0,0
"2949","Zona_16-Area_42-Sottoarea_4",2016,9,0,0,0
"2950","Zona_16-Area_42-Sottoarea_4",2016,10,0,0,0
"2951","Zona_16-Area_42-Sottoarea_4",2016,11,0,0,0
"2952","Zona_16-Area_42-Sottoarea_4",2016,12,0,0,0
"2953","Zona_16-Area_43-Sottoarea_47",2014,1,90,30,120
"2954","Zona_16-Area_43-Sottoarea_47",2014,2,86,37,123
"2955","Zona_16-Area_43-Sottoarea_47",2014,3,66,27,93
"2956","Zona_16-Area_43-Sottoarea_47",2014,4,80,34,114
"2957","Zona_16-Area_43-Sottoarea_47",2014,5,80,30,110
"2958","Zona_16-Area_43-Sottoarea_47",2014,6,67,25,92
"2959","Zona_16-Area_43-Sottoarea_47",2014,7,76,30,106
"2960","Zona_16-Area_43-Sottoarea_47",2014,8,56,26,82
"2961","Zona_16-Area_43-Sottoarea_47",2014,9,81,22,103
"2962","Zona_16-Area_43-Sottoarea_47",2014,10,105,57,162
"2963","Zona_16-Area_43-Sottoarea_47",2014,11,87,38,125
"2964","Zona_16-Area_43-Sottoarea_47",2014,12,77,37,114
"2965","Zona_16-Area_43-Sottoarea_47",2015,1,104,30,134
"2966","Zona_16-Area_43-Sottoarea_47",2015,2,103,41,144
"2967","Zona_16-Area_43-Sottoarea_47",2015,3,101,54,155
"2968","Zona_16-Area_43-Sottoarea_47",2015,4,89,46,135
"2969","Zona_16-Area_43-Sottoarea_47",2015,5,89,53,142
"2970","Zona_16-Area_43-Sottoarea_47",2015,6,86,36,122
"2971","Zona_16-Area_43-Sottoarea_47",2015,7,90,33,123
"2972","Zona_16-Area_43-Sottoarea_47",2015,8,62,22,84
"2973","Zona_16-Area_43-Sottoarea_47",2015,9,96,31,127
"2974","Zona_16-Area_43-Sottoarea_47",2015,10,110,35,145
"2975","Zona_16-Area_43-Sottoarea_47",2015,11,90,35,125
"2976","Zona_16-Area_43-Sottoarea_47",2015,12,98,32,130
"2977","Zona_16-Area_43-Sottoarea_47",2016,1,89,33,122
"2978","Zona_16-Area_43-Sottoarea_47",2016,2,96,35,131
"2979","Zona_16-Area_43-Sottoarea_47",2016,3,104,44,148
"2980","Zona_16-Area_43-Sottoarea_47",2016,4,94,30,124
"2981","Zona_16-Area_43-Sottoarea_47",2016,5,60,16,76
"2982","Zona_16-Area_43-Sottoarea_47",2016,6,0,0,0
"2983","Zona_16-Area_43-Sottoarea_47",2016,7,0,0,0
"2984","Zona_16-Area_43-Sottoarea_47",2016,8,0,0,0
"2985","Zona_16-Area_43-Sottoarea_47",2016,9,0,0,0
"2986","Zona_16-Area_43-Sottoarea_47",2016,10,0,0,0
"2987","Zona_16-Area_43-Sottoarea_47",2016,11,0,0,0
"2988","Zona_16-Area_43-Sottoarea_47",2016,12,0,0,0
"2989","Zona_16-Area_43-Sottoarea_48",2014,1,38,9,47
"2990","Zona_16-Area_43-Sottoarea_48",2014,2,33,14,47
"2991","Zona_16-Area_43-Sottoarea_48",2014,3,27,11,38
"2992","Zona_16-Area_43-Sottoarea_48",2014,4,32,11,43
"2993","Zona_16-Area_43-Sottoarea_48",2014,5,33,10,43
"2994","Zona_16-Area_43-Sottoarea_48",2014,6,29,7,36
"2995","Zona_16-Area_43-Sottoarea_48",2014,7,30,9,39
"2996","Zona_16-Area_43-Sottoarea_48",2014,8,27,6,33
"2997","Zona_16-Area_43-Sottoarea_48",2014,9,34,10,44
"2998","Zona_16-Area_43-Sottoarea_48",2014,10,45,29,74
"2999","Zona_16-Area_43-Sottoarea_48",2014,11,43,13,56
"3000","Zona_16-Area_43-Sottoarea_48",2014,12,38,12,50
"3001","Zona_16-Area_43-Sottoarea_48",2015,1,43,11,54
"3002","Zona_16-Area_43-Sottoarea_48",2015,2,35,15,50
"3003","Zona_16-Area_43-Sottoarea_48",2015,3,47,20,67
"3004","Zona_16-Area_43-Sottoarea_48",2015,4,43,30,73
"3005","Zona_16-Area_43-Sottoarea_48",2015,5,33,34,67
"3006","Zona_16-Area_43-Sottoarea_48",2015,6,41,15,56
"3007","Zona_16-Area_43-Sottoarea_48",2015,7,37,12,49
"3008","Zona_16-Area_43-Sottoarea_48",2015,8,29,9,38
"3009","Zona_16-Area_43-Sottoarea_48",2015,9,40,9,49
"3010","Zona_16-Area_43-Sottoarea_48",2015,10,49,15,64
"3011","Zona_16-Area_43-Sottoarea_48",2015,11,40,21,61
"3012","Zona_16-Area_43-Sottoarea_48",2015,12,42,9,51
"3013","Zona_16-Area_43-Sottoarea_48",2016,1,42,12,54
"3014","Zona_16-Area_43-Sottoarea_48",2016,2,43,14,57
"3015","Zona_16-Area_43-Sottoarea_48",2016,3,51,19,70
"3016","Zona_16-Area_43-Sottoarea_48",2016,4,37,15,52
"3017","Zona_16-Area_43-Sottoarea_48",2016,5,29,5,34
"3018","Zona_16-Area_43-Sottoarea_48",2016,6,0,0,0
"3019","Zona_16-Area_43-Sottoarea_48",2016,7,0,0,0
"3020","Zona_16-Area_43-Sottoarea_48",2016,8,0,0,0
"3021","Zona_16-Area_43-Sottoarea_48",2016,9,0,0,0
"3022","Zona_16-Area_43-Sottoarea_48",2016,10,0,0,0
"3023","Zona_16-Area_43-Sottoarea_48",2016,11,0,0,0
"3024","Zona_16-Area_43-Sottoarea_48",2016,12,0,0,0
"3025","Zona_16-Area_43-Sottoarea_49",2014,1,41,18,59
"3026","Zona_16-Area_43-Sottoarea_49",2014,2,39,17,56
"3027","Zona_16-Area_43-Sottoarea_49",2014,3,33,12,45
"3028","Zona_16-Area_43-Sottoarea_49",2014,4,38,20,58
"3029","Zona_16-Area_43-Sottoarea_49",2014,5,36,15,51
"3030","Zona_16-Area_43-Sottoarea_49",2014,6,32,14,46
"3031","Zona_16-Area_43-Sottoarea_49",2014,7,36,12,48
"3032","Zona_16-Area_43-Sottoarea_49",2014,8,26,10,36
"3033","Zona_16-Area_43-Sottoarea_49",2014,9,40,15,55
"3034","Zona_16-Area_43-Sottoarea_49",2014,10,56,19,75
"3035","Zona_16-Area_43-Sottoarea_49",2014,11,45,22,67
"3036","Zona_16-Area_43-Sottoarea_49",2014,12,37,18,55
"3037","Zona_16-Area_43-Sottoarea_49",2015,1,48,14,62
"3038","Zona_16-Area_43-Sottoarea_49",2015,2,56,21,77
"3039","Zona_16-Area_43-Sottoarea_49",2015,3,53,25,78
"3040","Zona_16-Area_43-Sottoarea_49",2015,4,54,23,77
"3041","Zona_16-Area_43-Sottoarea_49",2015,5,53,20,73
"3042","Zona_16-Area_43-Sottoarea_49",2015,6,53,18,71
"3043","Zona_16-Area_43-Sottoarea_49",2015,7,101,30,131
"3044","Zona_16-Area_43-Sottoarea_49",2015,8,65,12,77
"3045","Zona_16-Area_43-Sottoarea_49",2015,9,88,15,103
"3046","Zona_16-Area_43-Sottoarea_49",2015,10,85,18,103
"3047","Zona_16-Area_43-Sottoarea_49",2015,11,70,16,86
"3048","Zona_16-Area_43-Sottoarea_49",2015,12,73,17,90
"3049","Zona_16-Area_43-Sottoarea_49",2016,1,59,17,76
"3050","Zona_16-Area_43-Sottoarea_49",2016,2,66,28,94
"3051","Zona_16-Area_43-Sottoarea_49",2016,3,73,28,101
"3052","Zona_16-Area_43-Sottoarea_49",2016,4,57,17,74
"3053","Zona_16-Area_43-Sottoarea_49",2016,5,31,10,41
"3054","Zona_16-Area_43-Sottoarea_49",2016,6,0,0,0
"3055","Zona_16-Area_43-Sottoarea_49",2016,7,0,0,0
"3056","Zona_16-Area_43-Sottoarea_49",2016,8,0,0,0
"3057","Zona_16-Area_43-Sottoarea_49",2016,9,0,0,0
"3058","Zona_16-Area_43-Sottoarea_49",2016,10,0,0,0
"3059","Zona_16-Area_43-Sottoarea_49",2016,11,0,0,0
"3060","Zona_16-Area_43-Sottoarea_49",2016,12,0,0,0
"3061","Zona_16-Area_44-Sottoarea_91",2014,1,170,63,233
"3062","Zona_16-Area_44-Sottoarea_91",2014,2,160,67,227
"3063","Zona_16-Area_44-Sottoarea_91",2014,3,123,54,177
"3064","Zona_16-Area_44-Sottoarea_91",2014,4,141,64,205
"3065","Zona_16-Area_44-Sottoarea_91",2014,5,150,60,210
"3066","Zona_16-Area_44-Sottoarea_91",2014,6,135,59,194
"3067","Zona_16-Area_44-Sottoarea_91",2014,7,133,61,194
"3068","Zona_16-Area_44-Sottoarea_91",2014,8,104,50,154
"3069","Zona_16-Area_44-Sottoarea_91",2014,9,175,65,240
"3070","Zona_16-Area_44-Sottoarea_91",2014,10,198,96,294
"3071","Zona_16-Area_44-Sottoarea_91",2014,11,160,92,252
"3072","Zona_16-Area_44-Sottoarea_91",2014,12,142,77,219
"3073","Zona_16-Area_44-Sottoarea_91",2015,1,170,58,228
"3074","Zona_16-Area_44-Sottoarea_91",2015,2,193,96,289
"3075","Zona_16-Area_44-Sottoarea_91",2015,3,205,151,356
"3076","Zona_16-Area_44-Sottoarea_91",2015,4,187,138,325
"3077","Zona_16-Area_44-Sottoarea_91",2015,5,193,95,288
"3078","Zona_16-Area_44-Sottoarea_91",2015,6,207,89,296
"3079","Zona_16-Area_44-Sottoarea_91",2015,7,208,87,295
"3080","Zona_16-Area_44-Sottoarea_91",2015,8,164,61,225
"3081","Zona_16-Area_44-Sottoarea_91",2015,9,223,71,294
"3082","Zona_16-Area_44-Sottoarea_91",2015,10,260,87,347
"3083","Zona_16-Area_44-Sottoarea_91",2015,11,209,62,271
"3084","Zona_16-Area_44-Sottoarea_91",2015,12,203,66,269
"3085","Zona_16-Area_44-Sottoarea_91",2016,1,185,68,253
"3086","Zona_16-Area_44-Sottoarea_91",2016,2,207,80,287
"3087","Zona_16-Area_44-Sottoarea_91",2016,3,215,91,306
"3088","Zona_16-Area_44-Sottoarea_91",2016,4,195,64,259
"3089","Zona_16-Area_44-Sottoarea_91",2016,5,115,46,161
"3090","Zona_16-Area_44-Sottoarea_91",2016,6,0,0,0
"3091","Zona_16-Area_44-Sottoarea_91",2016,7,0,0,0
"3092","Zona_16-Area_44-Sottoarea_91",2016,8,0,0,0
"3093","Zona_16-Area_44-Sottoarea_91",2016,9,0,0,0
"3094","Zona_16-Area_44-Sottoarea_91",2016,10,0,0,0
"3095","Zona_16-Area_44-Sottoarea_91",2016,11,0,0,0
"3096","Zona_16-Area_44-Sottoarea_91",2016,12,0,0,0
"3097","Zona_17-Area_45-Sottoarea_13",2014,1,181,151,332
"3098","Zona_17-Area_45-Sottoarea_13",2014,2,207,186,393
"3099","Zona_17-Area_45-Sottoarea_13",2014,3,195,115,310
"3100","Zona_17-Area_45-Sottoarea_13",2014,4,227,110,337
"3101","Zona_17-Area_45-Sottoarea_13",2014,5,208,89,297
"3102","Zona_17-Area_45-Sottoarea_13",2014,6,308,128,436
"3103","Zona_17-Area_45-Sottoarea_13",2014,7,270,115,385
"3104","Zona_17-Area_45-Sottoarea_13",2014,8,168,95,263
"3105","Zona_17-Area_45-Sottoarea_13",2014,9,234,85,319
"3106","Zona_17-Area_45-Sottoarea_13",2014,10,286,132,418
"3107","Zona_17-Area_45-Sottoarea_13",2014,11,258,112,370
"3108","Zona_17-Area_45-Sottoarea_13",2014,12,224,130,354
"3109","Zona_17-Area_45-Sottoarea_13",2015,1,201,127,328
"3110","Zona_17-Area_45-Sottoarea_13",2015,2,222,151,373
"3111","Zona_17-Area_45-Sottoarea_13",2015,3,235,167,402
"3112","Zona_17-Area_45-Sottoarea_13",2015,4,226,153,379
"3113","Zona_17-Area_45-Sottoarea_13",2015,5,216,150,366
"3114","Zona_17-Area_45-Sottoarea_13",2015,6,229,132,361
"3115","Zona_17-Area_45-Sottoarea_13",2015,7,239,141,380
"3116","Zona_17-Area_45-Sottoarea_13",2015,8,149,89,238
"3117","Zona_17-Area_45-Sottoarea_13",2015,9,253,114,367
"3118","Zona_17-Area_45-Sottoarea_13",2015,10,261,148,409
"3119","Zona_17-Area_45-Sottoarea_13",2015,11,223,126,349
"3120","Zona_17-Area_45-Sottoarea_13",2015,12,226,110,336
"3121","Zona_17-Area_45-Sottoarea_13",2016,1,207,139,346
"3122","Zona_17-Area_45-Sottoarea_13",2016,2,261,160,421
"3123","Zona_17-Area_45-Sottoarea_13",2016,3,279,175,454
"3124","Zona_17-Area_45-Sottoarea_13",2016,4,251,146,397
"3125","Zona_17-Area_45-Sottoarea_13",2016,5,159,86,245
"3126","Zona_17-Area_45-Sottoarea_13",2016,6,0,0,0
"3127","Zona_17-Area_45-Sottoarea_13",2016,7,0,0,0
"3128","Zona_17-Area_45-Sottoarea_13",2016,8,0,0,0
"3129","Zona_17-Area_45-Sottoarea_13",2016,9,0,0,0
"3130","Zona_17-Area_45-Sottoarea_13",2016,10,0,0,0
"3131","Zona_17-Area_45-Sottoarea_13",2016,11,0,0,0
"3132","Zona_17-Area_45-Sottoarea_13",2016,12,0,0,0
"3133","Zona_17-Area_45-Sottoarea_14",2014,1,55,42,97
"3134","Zona_17-Area_45-Sottoarea_14",2014,2,55,48,103
"3135","Zona_17-Area_45-Sottoarea_14",2014,3,41,37,78
"3136","Zona_17-Area_45-Sottoarea_14",2014,4,48,42,90
"3137","Zona_17-Area_45-Sottoarea_14",2014,5,35,38,73
"3138","Zona_17-Area_45-Sottoarea_14",2014,6,64,48,112
"3139","Zona_17-Area_45-Sottoarea_14",2014,7,50,46,96
"3140","Zona_17-Area_45-Sottoarea_14",2014,8,35,36,71
"3141","Zona_17-Area_45-Sottoarea_14",2014,9,45,42,87
"3142","Zona_17-Area_45-Sottoarea_14",2014,10,57,56,113
"3143","Zona_17-Area_45-Sottoarea_14",2014,11,50,57,107
"3144","Zona_17-Area_45-Sottoarea_14",2014,12,40,51,91
"3145","Zona_17-Area_45-Sottoarea_14",2015,1,47,37,84
"3146","Zona_17-Area_45-Sottoarea_14",2015,2,54,56,110
"3147","Zona_17-Area_45-Sottoarea_14",2015,3,47,61,108
"3148","Zona_17-Area_45-Sottoarea_14",2015,4,51,61,112
"3149","Zona_17-Area_45-Sottoarea_14",2015,5,40,49,89
"3150","Zona_17-Area_45-Sottoarea_14",2015,6,51,35,86
"3151","Zona_17-Area_45-Sottoarea_14",2015,7,57,45,102
"3152","Zona_17-Area_45-Sottoarea_14",2015,8,34,38,72
"3153","Zona_17-Area_45-Sottoarea_14",2015,9,51,39,90
"3154","Zona_17-Area_45-Sottoarea_14",2015,10,57,48,105
"3155","Zona_17-Area_45-Sottoarea_14",2015,11,49,43,92
"3156","Zona_17-Area_45-Sottoarea_14",2015,12,49,29,78
"3157","Zona_17-Area_45-Sottoarea_14",2016,1,46,44,90
"3158","Zona_17-Area_45-Sottoarea_14",2016,2,54,46,100
"3159","Zona_17-Area_45-Sottoarea_14",2016,3,68,45,113
"3160","Zona_17-Area_45-Sottoarea_14",2016,4,57,48,105
"3161","Zona_17-Area_45-Sottoarea_14",2016,5,33,24,57
"3162","Zona_17-Area_45-Sottoarea_14",2016,6,0,0,0
"3163","Zona_17-Area_45-Sottoarea_14",2016,7,0,0,0
"3164","Zona_17-Area_45-Sottoarea_14",2016,8,0,0,0
"3165","Zona_17-Area_45-Sottoarea_14",2016,9,0,0,0
"3166","Zona_17-Area_45-Sottoarea_14",2016,10,0,0,0
"3167","Zona_17-Area_45-Sottoarea_14",2016,11,0,0,0
