"","Zona","Area","Sottoarea","Categoria_prodotto","Data","Vendite","Key","GiornoDelMese","GiorniDellaSettimana","GiornoDellAnno","Mese","Anno"
"137491","Zona_21","Area_59","Sottoarea_122","Prodotto_1","2014-01-31",3,"Zona_21-Area_59-Sottoarea_122",31,6,31,1,2014
"222025","Zona_6","Area_14","Sottoarea_106","Prodotto_2","2014-06-24",3,"Zona_6-Area_14-Sottoarea_106",24,3,175,6,2014
"218041","Zona_6","Area_12","Sottoarea_25","Prodotto_1","2015-06-25",7,"Zona_6-Area_12-Sottoarea_25",25,5,176,6,2015
"72208","Zona_16","Area_43","Sottoarea_49","Prodotto_1","2016-05-17",3,"Zona_16-Area_43-Sottoarea_49",17,3,138,5,2016
"138094","Zona_21","Area_59","Sottoarea_122","Prodotto_1","2015-09-26",3,"Zona_21-Area_59-Sottoarea_122",26,7,269,9,2015
"44135","Zona_14","Area_36","Sottoarea_74","Prodotto_1","2015-09-27",0,"Zona_14-Area_36-Sottoarea_74",27,1,270,9,2015
"177504","Zona_27","Area_72","Sottoarea_93","Prodotto_1","2014-01-24",4,"Zona_27-Area_72-Sottoarea_93",24,6,24,1,2014
"152316","Zona_23","Area_62","Sottoarea_123","Prodotto_2","2014-03-07",2,"Zona_23-Area_62-Sottoarea_123",7,6,66,3,2014
"67715","Zona_16","Area_42","Sottoarea_4","Prodotto_2","2015-12-26",0,"Zona_16-Area_42-Sottoarea_4",26,7,360,12,2015
"216440","Zona_6","Area_12","Sottoarea_24","Prodotto_1","2015-11-11",7,"Zona_6-Area_12-Sottoarea_24",11,4,315,11,2015
"233835","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2015-11-06",4,"Zona_8-Area_19-Sottoarea_54",6,6,310,11,2015
"83314","Zona_17","Area_47","Sottoarea_101","Prodotto_2","2015-10-26",2,"Zona_17-Area_47-Sottoarea_101",26,2,299,10,2015
"230105","Zona_7","Area_18","Sottoarea_137","Prodotto_1","2015-03-01",1,"Zona_7-Area_18-Sottoarea_137",1,1,60,3,2015
"214033","Zona_5","Area_9","Sottoarea_82","Prodotto_1","2014-01-13",2,"Zona_5-Area_9-Sottoarea_82",13,2,13,1,2014
"72688","Zona_16","Area_43","Sottoarea_49","Prodotto_2","2015-04-23",1,"Zona_16-Area_43-Sottoarea_49",23,5,113,4,2015
"50796","Zona_14","Area_38","Sottoarea_78","Prodotto_1","2014-12-02",1,"Zona_14-Area_38-Sottoarea_78",2,3,336,12,2014
"169261","Zona_25","Area_60","Sottoarea_27","Prodotto_1","2015-04-26",0,"Zona_25-Area_60-Sottoarea_27",26,1,116,4,2015
"87622","Zona_18","Area_48","Sottoarea_109","Prodotto_1","2015-09-14",10,"Zona_18-Area_48-Sottoarea_109",14,2,257,9,2015
"220516","Zona_6","Area_13","Sottoarea_50","Prodotto_2","2015-02-10",6,"Zona_6-Area_13-Sottoarea_50",10,3,41,2,2015
"96110","Zona_18","Area_51","Sottoarea_114","Prodotto_1","2015-02-14",4,"Zona_18-Area_51-Sottoarea_114",14,7,45,2,2015
"120186","Zona_20","Area_54","Sottoarea_42","Prodotto_1","2014-05-06",4,"Zona_20-Area_54-Sottoarea_42",6,3,126,5,2014
"83244","Zona_17","Area_47","Sottoarea_101","Prodotto_2","2015-08-17",2,"Zona_17-Area_47-Sottoarea_101",17,2,229,8,2015
"34120","Zona_13","Area_34","Sottoarea_64","Prodotto_2","2014-07-09",3,"Zona_13-Area_34-Sottoarea_64",9,4,190,7,2014
"109873","Zona_2","Area_3","Sottoarea_16","Prodotto_1","2014-09-10",6,"Zona_2-Area_3-Sottoarea_16",10,4,253,9,2014
"179380","Zona_27","Area_73","Sottoarea_141","Prodotto_1","2014-06-09",1,"Zona_27-Area_73-Sottoarea_141",9,2,160,6,2014
"191693","Zona_3","Area_6","Sottoarea_33","Prodotto_1","2014-10-20",2,"Zona_3-Area_6-Sottoarea_33",20,2,293,10,2014
"70259","Zona_16","Area_43","Sottoarea_48","Prodotto_1","2015-10-21",1,"Zona_16-Area_43-Sottoarea_48",21,4,294,10,2015
"102493","Zona_19","Area_52","Sottoarea_117","Prodotto_2","2015-12-04",1,"Zona_19-Area_52-Sottoarea_117",4,6,338,12,2015
"227409","Zona_7","Area_16","Sottoarea_100","Prodotto_2","2014-12-05",5,"Zona_7-Area_16-Sottoarea_100",5,6,339,12,2014
"172797","Zona_26","Area_71","Sottoarea_98","Prodotto_1","2015-06-21",0,"Zona_26-Area_71-Sottoarea_98",21,1,172,6,2015
"77142","Zona_17","Area_45","Sottoarea_14","Prodotto_1","2015-08-05",2,"Zona_17-Area_45-Sottoarea_14",5,4,217,8,2015
"36903","Zona_14","Area_35","Sottoarea_70","Prodotto_1","2014-12-29",3,"Zona_14-Area_35-Sottoarea_70",29,2,363,12,2014
"5619","Zona_1","Area_2","Sottoarea_8","Prodotto_1","2015-02-03",3,"Zona_1-Area_2-Sottoarea_8",3,3,34,2,2015
"243885","Zona_8","Area_22","Sottoarea_60","Prodotto_1","2014-10-12",2,"Zona_8-Area_22-Sottoarea_60",12,1,285,10,2014
"196610","Zona_3","Area_6","Sottoarea_35","Prodotto_2","2016-05-09",2,"Zona_3-Area_6-Sottoarea_35",9,2,130,5,2016
"191611","Zona_3","Area_6","Sottoarea_33","Prodotto_1","2014-07-30",2,"Zona_3-Area_6-Sottoarea_33",30,4,211,7,2014
"204470","Zona_4","Area_8","Sottoarea_40","Prodotto_2","2014-01-20",3,"Zona_4-Area_8-Sottoarea_40",20,2,20,1,2014
"237248","Zona_8","Area_20","Sottoarea_56","Prodotto_1","2015-08-31",0,"Zona_8-Area_20-Sottoarea_56",31,2,243,8,2015
"180928","Zona_27","Area_73","Sottoarea_141","Prodotto_2","2016-04-17",0,"Zona_27-Area_73-Sottoarea_141",17,1,108,4,2016
"114819","Zona_2","Area_4","Sottoarea_18","Prodotto_2","2016-04-28",3,"Zona_2-Area_4-Sottoarea_18",28,5,119,4,2016
"175433","Zona_26","Area_71","Sottoarea_99","Prodotto_2","2015-07-17",3,"Zona_26-Area_71-Sottoarea_99",17,6,198,7,2015
"96477","Zona_18","Area_51","Sottoarea_114","Prodotto_1","2016-02-16",12,"Zona_18-Area_51-Sottoarea_114",16,3,47,2,2016
"229383","Zona_7","Area_17","Sottoarea_139","Prodotto_2","2015-07-27",3,"Zona_7-Area_17-Sottoarea_139",27,2,208,7,2015
"171266","Zona_25","Area_61","Sottoarea_144","Prodotto_1","2016-01-16",3,"Zona_25-Area_61-Sottoarea_144",16,7,16,1,2016
"10297","Zona_10","Area_23","Sottoarea_23","Prodotto_2","2015-12-28",2,"Zona_10-Area_23-Sottoarea_23",28,2,362,12,2015
"125158","Zona_20","Area_55","Sottoarea_69","Prodotto_2","2016-01-18",1,"Zona_20-Area_55-Sottoarea_69",18,2,18,1,2016
"96062","Zona_18","Area_51","Sottoarea_114","Prodotto_1","2014-12-28",2,"Zona_18-Area_51-Sottoarea_114",28,1,362,12,2014
"87058","Zona_18","Area_48","Sottoarea_109","Prodotto_1","2014-02-27",6,"Zona_18-Area_48-Sottoarea_109",27,5,58,2,2014
"211860","Zona_5","Area_9","Sottoarea_80","Prodotto_2","2015-03-26",3,"Zona_5-Area_9-Sottoarea_80",26,5,85,3,2015
"123647","Zona_20","Area_55","Sottoarea_69","Prodotto_1","2014-04-17",2,"Zona_20-Area_55-Sottoarea_69",17,5,107,4,2014
"126062","Zona_20","Area_56","Sottoarea_103","Prodotto_1","2016-02-21",0,"Zona_20-Area_56-Sottoarea_103",21,1,52,2,2016
"55132","Zona_15","Area_39","Sottoarea_85","Prodotto_2","2014-11-18",3,"Zona_15-Area_39-Sottoarea_85",18,3,322,11,2014
"95750","Zona_18","Area_51","Sottoarea_114","Prodotto_1","2014-02-19",13,"Zona_18-Area_51-Sottoarea_114",19,4,50,2,2014
"33712","Zona_13","Area_34","Sottoarea_64","Prodotto_1","2015-10-14",10,"Zona_13-Area_34-Sottoarea_64",14,4,287,10,2015
"101039","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2014-04-29",2,"Zona_19-Area_52-Sottoarea_117",29,3,119,4,2014
"16289","Zona_10","Area_26","Sottoarea_67","Prodotto_1","2015-09-21",6,"Zona_10-Area_26-Sottoarea_67",21,2,264,9,2015
"61908","Zona_15","Area_41","Sottoarea_89","Prodotto_2","2014-05-18",0,"Zona_15-Area_41-Sottoarea_89",18,1,138,5,2014
"190879","Zona_3","Area_5","Sottoarea_32","Prodotto_2","2014-12-15",0,"Zona_3-Area_5-Sottoarea_32",15,2,349,12,2014
"21589","Zona_11","Area_30","Sottoarea_83","Prodotto_1","2015-12-10",4,"Zona_11-Area_30-Sottoarea_83",10,5,344,12,2015
"26425","Zona_12","Area_31","Sottoarea_44","Prodotto_1","2014-11-21",4,"Zona_12-Area_31-Sottoarea_44",21,6,325,11,2014
"48378","Zona_14","Area_37","Sottoarea_76","Prodotto_2","2015-06-12",2,"Zona_14-Area_37-Sottoarea_76",12,6,163,6,2015
"29546","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2016-04-15",4,"Zona_12-Area_32-Sottoarea_140",15,6,106,4,2016
"165723","Zona_24","Area_67","Sottoarea_131","Prodotto_1","2015-02-27",6,"Zona_24-Area_67-Sottoarea_131",27,6,58,2,2015
"232602","Zona_7","Area_18","Sottoarea_138","Prodotto_2","2014-11-08",0,"Zona_7-Area_18-Sottoarea_138",8,7,312,11,2014
"6984","Zona_10","Area_23","Sottoarea_22","Prodotto_1","2014-01-24",5,"Zona_10-Area_23-Sottoarea_22",24,6,24,1,2014
"214069","Zona_5","Area_9","Sottoarea_82","Prodotto_1","2014-02-18",3,"Zona_5-Area_9-Sottoarea_82",18,3,49,2,2014
"34348","Zona_13","Area_34","Sottoarea_64","Prodotto_2","2015-02-22",1,"Zona_13-Area_34-Sottoarea_64",22,1,53,2,2015
"77367","Zona_17","Area_45","Sottoarea_14","Prodotto_1","2016-03-17",3,"Zona_17-Area_45-Sottoarea_14",17,5,77,3,2016
"152745","Zona_23","Area_62","Sottoarea_123","Prodotto_2","2015-05-10",0,"Zona_23-Area_62-Sottoarea_123",10,1,130,5,2015
"108200","Zona_2","Area_3","Sottoarea_15","Prodotto_1","2014-11-16",0,"Zona_2-Area_3-Sottoarea_15",16,1,320,11,2014
"70964","Zona_16","Area_43","Sottoarea_48","Prodotto_2","2015-05-09",2,"Zona_16-Area_43-Sottoarea_48",9,7,129,5,2015
"7506","Zona_10","Area_23","Sottoarea_22","Prodotto_1","2015-06-30",6,"Zona_10-Area_23-Sottoarea_22",30,3,181,6,2015
"133175","Zona_21","Area_58","Sottoarea_94","Prodotto_2","2014-03-06",5,"Zona_21-Area_58-Sottoarea_94",6,5,65,3,2014
"222036","Zona_6","Area_14","Sottoarea_106","Prodotto_2","2014-07-05",1,"Zona_6-Area_14-Sottoarea_106",5,7,186,7,2014
"201787","Zona_4","Area_8","Sottoarea_38","Prodotto_2","2016-03-27",0,"Zona_4-Area_8-Sottoarea_38",27,1,87,3,2016
"106959","Zona_19","Area_53","Sottoarea_120","Prodotto_1","2016-03-29",15,"Zona_19-Area_53-Sottoarea_120",29,3,89,3,2016
"219359","Zona_6","Area_13","Sottoarea_50","Prodotto_1","2014-04-29",9,"Zona_6-Area_13-Sottoarea_50",29,3,119,4,2014
"162762","Zona_24","Area_65","Sottoarea_129","Prodotto_2","2014-03-13",4,"Zona_24-Area_65-Sottoarea_129",13,5,72,3,2014
"141212","Zona_22","Area_68","Sottoarea_12","Prodotto_1","2014-09-29",3,"Zona_22-Area_68-Sottoarea_12",29,2,272,9,2014
"86500","Zona_18","Area_48","Sottoarea_108","Prodotto_2","2015-01-05",1,"Zona_18-Area_48-Sottoarea_108",5,2,5,1,2015
"25382","Zona_12","Area_31","Sottoarea_43","Prodotto_2","2014-06-01",0,"Zona_12-Area_31-Sottoarea_43",1,1,152,6,2014
"151864","Zona_23","Area_62","Sottoarea_123","Prodotto_1","2015-04-29",3,"Zona_23-Area_62-Sottoarea_123",29,4,119,4,2015
"14955","Zona_10","Area_26","Sottoarea_66","Prodotto_2","2014-06-14",1,"Zona_10-Area_26-Sottoarea_66",14,7,165,6,2014
"84004","Zona_17","Area_47","Sottoarea_102","Prodotto_1","2015-04-29",4,"Zona_17-Area_47-Sottoarea_102",29,4,119,4,2015
"101283","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2014-12-29",1,"Zona_19-Area_52-Sottoarea_117",29,2,363,12,2014
"90844","Zona_18","Area_49","Sottoarea_111","Prodotto_1","2014-12-30",9,"Zona_18-Area_49-Sottoarea_111",30,3,364,12,2014
"62473","Zona_15","Area_41","Sottoarea_89","Prodotto_2","2015-12-04",2,"Zona_15-Area_41-Sottoarea_89",4,6,338,12,2015
"210348","Zona_5","Area_11","Sottoarea_105","Prodotto_2","2015-11-09",1,"Zona_5-Area_11-Sottoarea_105",9,2,313,11,2015
"173062","Zona_26","Area_71","Sottoarea_98","Prodotto_1","2016-03-12",1,"Zona_26-Area_71-Sottoarea_98",12,7,72,3,2016
"29174","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2015-04-09",7,"Zona_12-Area_32-Sottoarea_140",9,5,99,4,2015
"29359","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2015-10-11",1,"Zona_12-Area_32-Sottoarea_140",11,1,284,10,2015
"198306","Zona_4","Area_7","Sottoarea_36","Prodotto_2","2016-03-26",2,"Zona_4-Area_7-Sottoarea_36",26,7,86,3,2016
"30621","Zona_13","Area_33","Sottoarea_10","Prodotto_2","2014-06-20",3,"Zona_13-Area_33-Sottoarea_10",20,6,171,6,2014
"193528","Zona_3","Area_6","Sottoarea_34","Prodotto_1","2015-01-23",2,"Zona_3-Area_6-Sottoarea_34",23,6,23,1,2015
"154472","Zona_23","Area_62","Sottoarea_124","Prodotto_2","2015-04-27",2,"Zona_23-Area_62-Sottoarea_124",27,2,117,4,2015
"247711","Zona_9","Area_28","Sottoarea_62","Prodotto_1","2015-09-23",7,"Zona_9-Area_28-Sottoarea_62",23,4,266,9,2015
"101037","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2014-04-27",0,"Zona_19-Area_52-Sottoarea_117",27,1,117,4,2014
"100364","Zona_19","Area_52","Sottoarea_116","Prodotto_2","2014-11-10",1,"Zona_19-Area_52-Sottoarea_116",10,2,314,11,2014
"161817","Zona_23","Area_64","Sottoarea_128","Prodotto_2","2016-05-16",0,"Zona_23-Area_64-Sottoarea_128",16,2,137,5,2016
"106822","Zona_19","Area_53","Sottoarea_120","Prodotto_1","2015-11-13",10,"Zona_19-Area_53-Sottoarea_120",13,6,317,11,2015
"150942","Zona_22","Area_70","Sottoarea_136","Prodotto_2","2015-03-08",0,"Zona_22-Area_70-Sottoarea_136",8,1,67,3,2015
"206383","Zona_5","Area_10","Sottoarea_96","Prodotto_2","2014-07-12",0,"Zona_5-Area_10-Sottoarea_96",12,7,193,7,2014
"29043","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2014-11-29",2,"Zona_12-Area_32-Sottoarea_140",29,7,333,11,2014
"16575","Zona_10","Area_26","Sottoarea_67","Prodotto_2","2014-02-14",4,"Zona_10-Area_26-Sottoarea_67",14,6,45,2,2014
"34580","Zona_13","Area_34","Sottoarea_64","Prodotto_2","2015-10-12",6,"Zona_13-Area_34-Sottoarea_64",12,2,285,10,2015
"129919","Zona_21","Area_57","Sottoarea_1","Prodotto_2","2014-10-16",3,"Zona_21-Area_57-Sottoarea_1",16,5,289,10,2014
"101823","Zona_19","Area_52","Sottoarea_117","Prodotto_2","2014-02-02",0,"Zona_19-Area_52-Sottoarea_117",2,1,33,2,2014
"146910","Zona_22","Area_70","Sottoarea_134","Prodotto_1","2016-01-20",2,"Zona_22-Area_70-Sottoarea_134",20,4,20,1,2016
"159239","Zona_23","Area_64","Sottoarea_127","Prodotto_2","2014-01-29",4,"Zona_23-Area_64-Sottoarea_127",29,4,29,1,2014
"137039","Zona_21","Area_59","Sottoarea_121","Prodotto_2","2015-03-25",5,"Zona_21-Area_59-Sottoarea_121",25,4,84,3,2015
"60782","Zona_15","Area_40","Sottoarea_88","Prodotto_2","2016-01-22",9,"Zona_15-Area_40-Sottoarea_88",22,6,22,1,2016
"178386","Zona_27","Area_72","Sottoarea_93","Prodotto_2","2014-02-05",1,"Zona_27-Area_72-Sottoarea_93",5,4,36,2,2014
"98593","Zona_18","Area_51","Sottoarea_115","Prodotto_2","2014-10-10",0,"Zona_18-Area_51-Sottoarea_115",10,6,283,10,2014
"54936","Zona_15","Area_39","Sottoarea_85","Prodotto_2","2014-05-06",1,"Zona_15-Area_39-Sottoarea_85",6,3,126,5,2014
"80069","Zona_17","Area_46","Sottoarea_53","Prodotto_1","2014-01-29",6,"Zona_17-Area_46-Sottoarea_53",29,4,29,1,2014
"204875","Zona_4","Area_8","Sottoarea_40","Prodotto_2","2015-03-01",1,"Zona_4-Area_8-Sottoarea_40",1,1,60,3,2015
"168712","Zona_25","Area_60","Sottoarea_26","Prodotto_2","2016-03-12",2,"Zona_25-Area_60-Sottoarea_26",12,7,72,3,2016
"192131","Zona_3","Area_6","Sottoarea_33","Prodotto_1","2016-01-01",0,"Zona_3-Area_6-Sottoarea_33",1,6,1,1,2016
"113260","Zona_2","Area_4","Sottoarea_18","Prodotto_1","2014-06-09",3,"Zona_2-Area_4-Sottoarea_18",9,2,160,6,2014
"133901","Zona_21","Area_58","Sottoarea_94","Prodotto_2","2016-03-01",3,"Zona_21-Area_58-Sottoarea_94",1,3,61,3,2016
"219962","Zona_6","Area_13","Sottoarea_50","Prodotto_1","2015-12-23",11,"Zona_6-Area_13-Sottoarea_50",23,4,357,12,2015
"79255","Zona_17","Area_46","Sottoarea_52","Prodotto_2","2014-03-26",4,"Zona_17-Area_46-Sottoarea_52",26,4,85,3,2014
"215629","Zona_5","Area_9","Sottoarea_82","Prodotto_2","2016-01-09",0,"Zona_5-Area_9-Sottoarea_82",9,7,9,1,2016
"203068","Zona_4","Area_8","Sottoarea_39","Prodotto_2","2014-12-24",2,"Zona_4-Area_8-Sottoarea_39",24,4,358,12,2014
"14101","Zona_10","Area_26","Sottoarea_66","Prodotto_1","2014-06-30",3,"Zona_10-Area_26-Sottoarea_66",30,2,181,6,2014
"32755","Zona_13","Area_33","Sottoarea_9","Prodotto_2","2015-07-19",0,"Zona_13-Area_33-Sottoarea_9",19,1,200,7,2015
"41605","Zona_14","Area_35","Sottoarea_72","Prodotto_2","2015-12-16",0,"Zona_14-Area_35-Sottoarea_72",16,4,350,12,2015
"177113","Zona_27","Area_72","Sottoarea_92","Prodotto_2","2015-05-18",3,"Zona_27-Area_72-Sottoarea_92",18,2,138,5,2015
"193791","Zona_3","Area_6","Sottoarea_34","Prodotto_1","2015-10-13",3,"Zona_3-Area_6-Sottoarea_34",13,3,286,10,2015
"60557","Zona_15","Area_40","Sottoarea_88","Prodotto_2","2015-06-11",7,"Zona_15-Area_40-Sottoarea_88",11,5,162,6,2015
"207283","Zona_5","Area_10","Sottoarea_97","Prodotto_1","2014-08-11",2,"Zona_5-Area_10-Sottoarea_97",11,2,223,8,2014
"70920","Zona_16","Area_43","Sottoarea_48","Prodotto_2","2015-03-26",1,"Zona_16-Area_43-Sottoarea_48",26,5,85,3,2015
"194464","Zona_3","Area_6","Sottoarea_34","Prodotto_2","2015-03-30",1,"Zona_3-Area_6-Sottoarea_34",30,2,89,3,2015
"188705","Zona_3","Area_5","Sottoarea_31","Prodotto_1","2016-02-24",13,"Zona_3-Area_5-Sottoarea_31",24,4,55,2,2016
"200525","Zona_4","Area_8","Sottoarea_38","Prodotto_1","2015-03-01",0,"Zona_4-Area_8-Sottoarea_38",1,1,60,3,2015
"207886","Zona_5","Area_10","Sottoarea_97","Prodotto_1","2016-04-05",5,"Zona_5-Area_10-Sottoarea_97",5,3,96,4,2016
"8209","Zona_10","Area_23","Sottoarea_22","Prodotto_2","2015-01-14",2,"Zona_10-Area_23-Sottoarea_22",14,4,14,1,2015
"208357","Zona_5","Area_10","Sottoarea_97","Prodotto_2","2015-03-03",1,"Zona_5-Area_10-Sottoarea_97",3,3,62,3,2015
"208461","Zona_5","Area_10","Sottoarea_97","Prodotto_2","2015-06-15",1,"Zona_5-Area_10-Sottoarea_97",15,2,166,6,2015
"136768","Zona_21","Area_59","Sottoarea_121","Prodotto_2","2014-06-27",3,"Zona_21-Area_59-Sottoarea_121",27,6,178,6,2014
"144389","Zona_22","Area_69","Sottoarea_132","Prodotto_2","2016-04-18",1,"Zona_22-Area_69-Sottoarea_132",18,2,109,4,2016
"169913","Zona_25","Area_60","Sottoarea_27","Prodotto_2","2014-09-20",2,"Zona_25-Area_60-Sottoarea_27",20,7,263,9,2014
"156265","Zona_23","Area_63","Sottoarea_125","Prodotto_2","2015-06-19",3,"Zona_23-Area_63-Sottoarea_125",19,6,170,6,2015
"222928","Zona_6","Area_14","Sottoarea_107","Prodotto_1","2014-07-27",0,"Zona_6-Area_14-Sottoarea_107",27,1,208,7,2014
"25974","Zona_12","Area_31","Sottoarea_43","Prodotto_2","2016-01-14",2,"Zona_12-Area_31-Sottoarea_43",14,5,14,1,2016
"84923","Zona_17","Area_47","Sottoarea_102","Prodotto_2","2015-06-17",3,"Zona_17-Area_47-Sottoarea_102",17,4,168,6,2015
"164405","Zona_24","Area_66","Sottoarea_130","Prodotto_1","2016-04-24",0,"Zona_24-Area_66-Sottoarea_130",24,1,115,4,2016
"169128","Zona_25","Area_60","Sottoarea_27","Prodotto_1","2014-12-14",3,"Zona_25-Area_60-Sottoarea_27",14,1,348,12,2014
"203684","Zona_4","Area_8","Sottoarea_40","Prodotto_1","2014-04-14",5,"Zona_4-Area_8-Sottoarea_40",14,2,104,4,2014
"176112","Zona_27","Area_72","Sottoarea_92","Prodotto_1","2015-01-07",8,"Zona_27-Area_72-Sottoarea_92",7,4,7,1,2015
"14019","Zona_10","Area_26","Sottoarea_66","Prodotto_1","2014-04-09",3,"Zona_10-Area_26-Sottoarea_66",9,4,99,4,2014
"98785","Zona_18","Area_51","Sottoarea_115","Prodotto_2","2015-04-20",0,"Zona_18-Area_51-Sottoarea_115",20,2,110,4,2015
"118077","Zona_2","Area_4","Sottoarea_20","Prodotto_2","2015-09-19",0,"Zona_2-Area_4-Sottoarea_20",19,7,262,9,2015
"216222","Zona_6","Area_12","Sottoarea_24","Prodotto_1","2015-04-07",7,"Zona_6-Area_12-Sottoarea_24",7,3,97,4,2015
"73741","Zona_16","Area_44","Sottoarea_91","Prodotto_1","2015-10-23",9,"Zona_16-Area_44-Sottoarea_91",23,6,296,10,2015
"146344","Zona_22","Area_70","Sottoarea_134","Prodotto_1","2014-07-03",2,"Zona_22-Area_70-Sottoarea_134",3,5,184,7,2014
"70121","Zona_16","Area_43","Sottoarea_48","Prodotto_1","2015-06-05",2,"Zona_16-Area_43-Sottoarea_48",5,6,156,6,2015
"228726","Zona_7","Area_17","Sottoarea_139","Prodotto_1","2016-02-25",9,"Zona_7-Area_17-Sottoarea_139",25,5,56,2,2016
"137053","Zona_21","Area_59","Sottoarea_121","Prodotto_2","2015-04-08",4,"Zona_21-Area_59-Sottoarea_121",8,4,98,4,2015
"103676","Zona_19","Area_52","Sottoarea_118","Prodotto_2","2014-05-26",2,"Zona_19-Area_52-Sottoarea_118",26,2,146,5,2014
"12146","Zona_10","Area_24","Sottoarea_28","Prodotto_2","2016-04-15",5,"Zona_10-Area_24-Sottoarea_28",15,6,106,4,2016
"221303","Zona_6","Area_14","Sottoarea_106","Prodotto_1","2014-11-19",8,"Zona_6-Area_14-Sottoarea_106",19,4,323,11,2014
"166242","Zona_24","Area_67","Sottoarea_131","Prodotto_2","2014-03-13",3,"Zona_24-Area_67-Sottoarea_131",13,5,72,3,2014
"150785","Zona_22","Area_70","Sottoarea_136","Prodotto_2","2014-10-02",1,"Zona_22-Area_70-Sottoarea_136",2,5,275,10,2014
"85941","Zona_18","Area_48","Sottoarea_108","Prodotto_1","2015-11-12",5,"Zona_18-Area_48-Sottoarea_108",12,5,316,11,2015
"72288","Zona_16","Area_43","Sottoarea_49","Prodotto_2","2014-03-19",0,"Zona_16-Area_43-Sottoarea_49",19,4,78,3,2014
"116636","Zona_2","Area_4","Sottoarea_20","Prodotto_1","2014-02-25",0,"Zona_2-Area_4-Sottoarea_20",25,3,56,2,2014
"977","Zona_1","Area_1","Sottoarea_5","Prodotto_2","2014-04-17",4,"Zona_1-Area_1-Sottoarea_5",17,5,107,4,2014
"215179","Zona_5","Area_9","Sottoarea_82","Prodotto_2","2014-10-16",1,"Zona_5-Area_9-Sottoarea_82",16,5,289,10,2014
"198580","Zona_4","Area_7","Sottoarea_37","Prodotto_1","2014-08-08",6,"Zona_4-Area_7-Sottoarea_37",8,6,220,8,2014
"107976","Zona_2","Area_3","Sottoarea_15","Prodotto_1","2014-04-06",0,"Zona_2-Area_3-Sottoarea_15",6,1,96,4,2014
"107667","Zona_19","Area_53","Sottoarea_120","Prodotto_2","2015-10-19",2,"Zona_19-Area_53-Sottoarea_120",19,2,292,10,2015
"13660","Zona_10","Area_25","Sottoarea_29","Prodotto_2","2015-09-02",2,"Zona_10-Area_25-Sottoarea_29",2,4,245,9,2015
"136392","Zona_21","Area_59","Sottoarea_121","Prodotto_1","2015-11-03",8,"Zona_21-Area_59-Sottoarea_121",3,3,307,11,2015
"118617","Zona_20","Area_54","Sottoarea_41","Prodotto_1","2014-10-24",6,"Zona_20-Area_54-Sottoarea_41",24,6,297,10,2014
"225444","Zona_7","Area_15","Sottoarea_21","Prodotto_2","2014-04-24",3,"Zona_7-Area_15-Sottoarea_21",24,5,114,4,2014
"164899","Zona_24","Area_66","Sottoarea_130","Prodotto_2","2015-04-14",3,"Zona_24-Area_66-Sottoarea_130",14,3,104,4,2015
"234904","Zona_8","Area_19","Sottoarea_55","Prodotto_1","2014-01-04",1,"Zona_8-Area_19-Sottoarea_55",4,7,4,1,2014
"109084","Zona_2","Area_3","Sottoarea_15","Prodotto_2","2014-11-30",0,"Zona_2-Area_3-Sottoarea_15",30,1,334,11,2014
"625","Zona_1","Area_1","Sottoarea_5","Prodotto_1","2015-09-17",10,"Zona_1-Area_1-Sottoarea_5",17,5,260,9,2015
"241360","Zona_8","Area_21","Sottoarea_58","Prodotto_2","2015-01-05",2,"Zona_8-Area_21-Sottoarea_58",5,2,5,1,2015
"129106","Zona_21","Area_57","Sottoarea_1","Prodotto_1","2014-12-12",3,"Zona_21-Area_57-Sottoarea_1",12,6,346,12,2014
"220083","Zona_6","Area_13","Sottoarea_50","Prodotto_1","2016-04-22",12,"Zona_6-Area_13-Sottoarea_50",22,6,113,4,2016
"187103","Zona_3","Area_5","Sottoarea_30","Prodotto_2","2014-02-22",0,"Zona_3-Area_5-Sottoarea_30",22,7,53,2,2014
"96723","Zona_18","Area_51","Sottoarea_114","Prodotto_2","2014-06-02",0,"Zona_18-Area_51-Sottoarea_114",2,2,153,6,2014
"233823","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2015-10-25",1,"Zona_8-Area_19-Sottoarea_54",25,1,298,10,2015
"130550","Zona_21","Area_57","Sottoarea_2","Prodotto_1","2014-02-19",5,"Zona_21-Area_57-Sottoarea_2",19,4,50,2,2014
"142047","Zona_22","Area_68","Sottoarea_12","Prodotto_2","2014-08-25",2,"Zona_22-Area_68-Sottoarea_12",25,2,237,8,2014
"78066","Zona_17","Area_45","Sottoarea_14","Prodotto_2","2015-09-28",2,"Zona_17-Area_45-Sottoarea_14",28,2,271,9,2015
"207888","Zona_5","Area_10","Sottoarea_97","Prodotto_1","2016-04-07",4,"Zona_5-Area_10-Sottoarea_97",7,5,98,4,2016
